sample;annotation
1 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
720 ml (объём), 680 g (нетто), 360 g (основной продукт);[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME'), (16, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME'), (31, 34, 'B-VOLUME'), (35, 36, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
45 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
25 мл;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
0,7 кг;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
320 г, 2 шт;[(7, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME')]
265 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
20 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
30 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g e;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
840 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
2 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
500 г (нетто), ≥ 320 г (рыбы);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g, 810 g (основной продукт);[(7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]
1350 г (нетто), 900 г (рыба);[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME'), (16, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]
260 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
Масса нетто 400 г. Масса горошка 200 г.;[(12, 15, 'B-VOLUME'), (16, 18, 'I-VOLUME'), (33, 36, 'B-VOLUME'), (37, 39, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g (нетто);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
360 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
380 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
340 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
510 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.25 l;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
140 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
700ml;[(0, 5, 'B-VOLUME')]
500 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
37,5 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
1.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
398 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
1 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
0,976 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
1,018 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
420 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.3 kg;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
504 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
396 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
566 г, 6 шт;[(7, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME')]
414 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1,026 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
1,488 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
242 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1260 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
0.266 kg;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
256 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
282 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
281 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
2,155 г;[(0, 5, 'B-VOLUME'), (6, 7, 'I-VOLUME')]
1 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.450 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
1.075 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
254 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
884 г (без глазури), 888 г (с глазурью);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (21, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]
1,081 кг (без глазури), 1,136 кг (с глазурью);[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME'), (24, 29, 'B-VOLUME'), (30, 32, 'I-VOLUME')]
651 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
315 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
330 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
90 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
798 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1000 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
1014 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
896 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
818 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1432 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
0,290 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
336 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
90 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
2750 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
250 g ℮;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
412 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1497 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
4 x 125 g;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME'), (4, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME')]
750 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.70 литра;[(0, 4, 'B-VOLUME'), (5, 10, 'I-VOLUME')]
425 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
285g;[(0, 4, 'B-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
2,5Kg;[(0, 5, 'B-VOLUME')]
0.75 l;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
750 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
175 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,75 l;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
200gr;[(0, 5, 'B-VOLUME')]
350 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
430 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
2000 ml;[(0, 4, 'B-VOLUME'), (5, 7, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
350g;[(0, 4, 'B-VOLUME')]
270 g (2 x 135 g);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
169 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
375 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
700 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
25 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
335 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
314 мл, 300 г (нетто), 110 г (маслины);[(8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (23, 26, 'B-VOLUME'), (27, 28, 'I-VOLUME')]
100г;[(0, 4, 'B-VOLUME')]
45g;[(0, 3, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
95 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
940 g Gesamtgewicht, 720 g Abtropfgewicht;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (21, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]
1200 штук;[(0, 4, 'B-VOLUME'), (5, 9, 'I-VOLUME')]
500g;[(0, 4, 'B-VOLUME')]
30 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
35 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
565 г (нетто), 580 мл, 340 г (осн. продукт);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (23, 26, 'B-VOLUME'), (27, 28, 'I-VOLUME')]
20 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100g;[(0, 4, 'B-VOLUME')]
28 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
55 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
125ml;[(0, 5, 'B-VOLUME')]
340g;[(0, 4, 'B-VOLUME')]
125g;[(0, 4, 'B-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
50 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
50 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
50 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 литр;[(0, 1, 'B-VOLUME'), (2, 6, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
120g;[(0, 4, 'B-VOLUME')]
16,67 g;[(0, 5, 'B-VOLUME'), (6, 7, 'I-VOLUME')]
16,67 g;[(0, 5, 'B-VOLUME'), (6, 7, 'I-VOLUME')]
16,67 g;[(0, 5, 'B-VOLUME'), (6, 7, 'I-VOLUME')]
16,67 g;[(0, 5, 'B-VOLUME'), (6, 7, 'I-VOLUME')]
1l;[(0, 2, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
700 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
255g;[(0, 4, 'B-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
220 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
40 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
75 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
45 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
1000 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
8 шт. × 320 г (2560 г);[(0, 1, 'B-VOLUME'), (2, 5, 'I-VOLUME'), (8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]
90 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
230 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.6 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,6 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,6 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
233 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
372 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
372 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.5L;[(0, 4, 'B-VOLUME')]
60 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.1 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
220 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
105 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
140 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
105 г (93 г йогурт и 12 г наполнитель);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (21, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
140 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
135 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1 шт;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
0.38 kg;[(0, 4, 'B-VOLUME'), (5, 7, 'I-VOLUME')]
40 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
930 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
970 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
873 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
970 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
900 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,5 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,47 l;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
90 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1 л, 920 г;[(5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]
810 мл, 745 г;[(8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]
375 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
380 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
920 г, 1 л;[(7, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]
92 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1000 g, 970 ml;[(8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]
1000 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.5 kg;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
120 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
45 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
270 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
270 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
45 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
80 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100g;[(0, 4, 'B-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
50 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г (15 долек);[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
220 ml, 211 g;[(8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]
1 л, 920 г;[(5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]
10 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
10 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
0.1 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.1 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
260 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
800 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
800 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
600 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,2 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
925 мл, 950 g;[(8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]
0,1 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,25 л;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 g, 200 g (без жидкой части);[(7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]
1000 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
1000 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
1 kg;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
250 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
460 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
